128,0,0,125,40.44,93,21.05,68,9.4,4,3.75,1,1
82,0,0,61,24.46,105,16.57,94,4.93,2,3.0,1,0
155,0,0,100,34.58,104,16.23,119,8.82,4,2.4,0,1
80,0,0,100,21.13,107,14.71,62,11.39,9,2.13,1,0
78,0,0,93,42.99,112,15.16,105,11.88,7,2.57,3,0
90,0,0,71,30.45,81,16.2,91,5.75,7,2.86,3,0
104,0,0,106,47.33,113,6.89,137,7.34,5,2.65,1,0
73,0,0,110,27.22,72,18.13,72,7.83,4,3.51,0,0
99,0,0,87,33.69,76,17.62,113,8.59,3,2.35,4,0
120,0,0,131,36.06,104,17.8,96,7.52,5,1.43,1,1
77,0,0,72,42.81,126,17.48,109,12.38,7,2.65,2,1
98,0,21,114,27.4,83,21.44,92,7.21,8,1.19,4,0
108,0,0,137,30.31,76,16.07,102,5.81,5,3.94,0,0
135,0,0,82,25.79,105,10.12,100,8.1,6,2.84,0,0
95,0,0,99,22.95,106,15.61,102,11.04,9,3.38,1,0
122,0,0,94,28.99,109,14.76,75,11.19,2,3.05,1,0
95,0,0,65,40.48,98,15.91,115,8.55,4,3.19,4,0
36,0,29,102,47.84,76,17.19,113,8.42,6,2.43,2,0
93,0,21,131,20.04,115,13.98,86,9.76,3,2.65,1,0
141,0,32,91,25.26,97,11.14,142,9.87,1,2.73,1,0
157,0,0,90,39.07,121,12.57,108,10.86,7,2.59,3,0
120,0,0,100,28.05,83,26.96,86,5.36,8,2.24,1,0
103,0,0,117,31.45,94,18.98,91,10.03,2,3.4,2,0
98,0,0,117,27.37,113,16.23,113,10.25,4,3.27,4,0
125,0,0,108,21.54,90,17.51,114,11.15,7,3.59,1,0
63,0,0,125,10.01,59,14.42,88,9.51,3,2.54,1,0
36,1,42,89,33.46,122,21.67,126,6.22,6,5.4,0,1
64,0,0,83,27.64,109,12.95,122,2.59,3,3.83,1,0
74,0,0,114,48.03,48,18.69,115,7.65,4,2.54,1,1
112,0,36,117,19.33,82,13.39,118,7.99,3,2.7,2,0
97,0,0,125,40.77,111,18.26,81,6.45,5,2.35,2,0
46,0,0,92,35.73,77,19.32,116,9.0,7,3.54,1,0
41,0,22,102,36.35,86,12.05,123,6.4,3,1.94,0,0
121,0,0,103,32.42,117,15.6,103,9.94,4,2.65,3,0
193,0,0,124,29.05,95,11.25,89,5.08,3,3.13,1,0
130,0,0,119,26.21,98,9.37,117,10.23,5,2.48,2,0
85,0,0,52,34.24,104,19.5,106,11.36,3,3.24,1,0
162,0,0,108,12.02,87,13.39,82,6.97,3,2.46,4,1
61,0,27,124,31.88,103,12.46,129,10.16,6,1.73,4,1
92,0,0,90,15.59,123,16.46,86,7.88,4,2.48,2,0
131,0,36,115,36.41,117,13.74,102,11.91,4,2.57,3,0
90,0,0,92,24.74,114,18.5,123,6.61,2,2.94,3,0
75,0,0,125,28.27,86,13.45,80,11.55,5,1.65,1,0
78,0,0,115,39.27,140,19.58,120,11.76,3,2.57,1,0
82,0,0,96,34.05,102,17.1,60,9.27,1,1.92,4,0
163,0,0,109,33.49,128,17.22,80,9.29,10,2.46,1,0
91,1,0,112,22.08,83,14.73,130,11.12,3,3.02,3,0
75,0,21,97,29.89,106,18.49,134,10.69,4,1.43,5,0
91,0,0,106,34.53,113,17.86,129,8.8,3,3.24,3,0
127,0,36,117,31.14,76,10.78,71,11.85,8,3.02,1,0
113,0,23,101,34.85,60,12.92,59,7.14,5,2.75,2,0
110,0,0,115,25.25,84,23.49,112,8.71,3,3.35,1,0
120,0,39,68,34.05,97,18.73,116,11.42,4,2.84,0,0
157,0,28,107,32.74,74,16.62,139,4.94,5,1.84,3,0
103,0,0,47,41.91,84,16.62,96,9.02,4,3.16,1,0
117,1,0,86,28.41,87,15.09,132,11.22,7,3.81,2,1
140,0,0,101,39.42,94,13.61,98,4.97,6,3.86,3,0
127,0,0,91,24.94,78,17.3,110,9.15,3,3.7,1,0
83,1,0,87,46.16,126,18.39,105,5.45,4,3.16,1,0
121,0,0,121,30.86,98,18.56,103,7.27,5,2.3,1,0
145,0,43,97,43.81,95,13.78,86,12.91,4,3.0,2,0
113,0,0,99,32.95,125,18.82,67,7.75,6,2.86,1,0
117,0,0,119,17.48,91,17.57,105,13.46,7,2.73,1,0
65,0,0,116,31.94,117,13.4,86,10.23,6,2.03,1,0
56,0,0,112,38.42,118,21.12,142,6.32,11,1.86,1,0
96,0,0,115,44.27,46,12.41,87,12.13,4,3.11,5,0
151,0,0,116,30.38,138,24.83,101,11.97,4,2.65,0,0
83,0,0,120,57.36,116,19.33,114,6.93,7,4.27,0,1
139,0,23,129,26.79,96,21.0,112,11.66,2,3.7,0,0
6,0,0,117,31.21,72,21.82,79,8.04,2,2.75,1,0
115,0,24,124,24.16,129,15.59,114,7.42,4,2.59,1,0
87,0,0,97,23.17,108,14.64,101,6.19,5,1.92,0,0
141,0,0,110,36.91,111,20.53,103,11.41,6,3.24,0,0
141,0,36,99,31.88,116,20.52,105,10.33,5,2.84,3,0
62,0,0,103,16.81,122,11.51,82,10.65,1,3.29,1,0
146,0,0,151,35.07,89,12.63,91,7.52,3,1.65,1,0
92,0,33,92,41.33,92,18.17,104,10.29,2,3.27,2,0
185,0,31,126,32.27,133,13.88,126,11.92,3,2.03,1,0
148,0,0,102,34.34,128,20.67,90,11.76,3,2.94,1,0
94,0,38,124,28.92,116,16.43,73,4.77,4,3.46,1,0
32,0,0,87,39.25,90,15.93,53,6.93,2,1.7,0,0
68,0,0,105,40.31,105,19.0,79,4.38,2,3.56,1,0
64,0,27,91,30.96,98,14.42,86,7.41,5,2.86,2,0
25,0,0,87,20.28,101,17.98,86,12.1,4,2.84,3,0
65,0,0,87,19.86,93,15.21,150,8.21,2,3.81,1,0
179,0,0,92,37.26,125,12.7,104,11.01,5,1.65,0,0
94,0,0,104,42.94,125,14.37,106,7.69,7,3.0,2,0
62,0,0,91,25.01,107,16.18,115,8.78,3,3.29,0,0
127,0,0,103,34.36,86,19.5,113,8.78,3,3.11,2,0
116,0,0,93,29.5,76,16.5,112,9.36,10,4.37,3,0
70,0,0,122,39.46,112,24.85,112,9.05,0,0.0,3,0
94,1,23,125,33.51,136,18.23,103,12.7,5,2.57,4,0
126,0,0,94,9.89,118,11.79,91,6.16,1,3.21,5,1
67,0,36,111,19.65,94,20.2,103,7.65,12,2.67,2,0
19,0,0,98,31.64,57,21.62,127,9.63,7,3.94,2,0
170,1,0,68,44.18,122,20.83,121,6.05,3,2.27,3,0
73,0,0,145,36.43,135,22.82,92,10.85,13,2.92,1,0
106,0,0,74,26.98,139,5.47,103,8.93,4,2.75,1,0
93,0,0,71,46.17,108,19.5,121,3.48,3,2.94,2,0
164,0,0,111,27.3,126,13.87,112,8.42,3,2.43,1,0
51,0,0,109,39.51,95,15.93,107,10.4,3,2.46,1,0
107,0,0,85,22.75,94,15.34,115,5.05,4,2.4,0,0
130,0,0,109,30.07,104,7.71,69,10.71,2,2.57,1,0
80,0,0,74,35.68,77,16.58,119,9.37,4,2.38,2,0
94,0,0,118,23.38,88,17.27,131,6.75,2,3.62,0,0
118,0,23,52,49.22,111,14.16,88,5.36,4,2.57,1,0
117,0,23,86,33.68,86,15.05,92,8.12,6,1.84,1,0
78,0,0,119,25.45,115,15.49,126,11.77,8,2.62,0,0
208,0,0,67,55.51,113,14.99,102,8.18,6,2.89,2,1
131,1,26,101,49.79,97,16.97,127,11.49,7,3.73,4,1
63,0,0,64,14.11,106,15.05,89,11.06,3,3.51,0,0
53,0,24,146,24.77,136,18.74,96,11.25,5,3.54,3,0
62,0,0,101,30.99,93,27.9,131,11.03,1,3.02,2,0
97,0,0,86,37.06,94,15.64,110,10.82,8,1.73,3,0
105,0,0,109,23.9,51,15.18,83,9.76,3,1.84,2,0
157,0,0,105,25.96,80,21.89,93,8.91,4,2.54,1,0
66,0,36,76,18.14,77,17.83,117,8.57,2,3.27,1,0
122,0,0,98,41.45,72,7.13,84,8.09,8,3.7,2,0
38,0,0,94,33.05,95,15.87,90,10.05,5,2.92,3,0
106,0,0,95,36.36,70,12.91,124,11.7,5,3.29,3,0
99,0,0,112,36.92,89,20.97,89,10.17,7,4.27,3,0
99,0,0,72,40.99,98,13.23,109,8.47,10,3.13,1,0
144,1,0,100,34.6,103,21.05,94,8.74,11,3.21,0,0
82,0,24,131,26.38,106,20.78,68,5.51,3,2.89,1,0
86,0,31,139,28.49,118,9.61,121,11.11,6,3.29,1,0
70,1,0,98,38.54,115,19.39,93,3.29,4,4.75,2,1
93,0,0,93,30.48,98,15.18,131,10.13,6,3.11,3,0
93,0,0,89,25.74,76,15.84,120,7.76,3,2.94,0,0
120,0,0,80,30.6,82,19.06,91,11.94,7,1.27,3,0
136,0,0,121,42.53,118,22.7,114,6.8,2,3.51,1,1
106,0,0,121,37.91,98,9.36,107,8.49,12,1.92,0,0
81,0,0,116,31.21,98,12.97,99,9.55,6,3.29,3,0
127,0,22,114,28.22,103,14.83,68,11.02,6,2.75,1,0
65,0,0,112,23.14,96,23.2,104,9.91,2,1.19,1,0
35,0,0,113,25.38,122,20.59,104,7.84,6,2.4,2,0
88,0,0,97,11.12,76,14.3,113,10.62,1,3.73,2,0
65,0,0,111,36.28,94,19.93,123,11.25,4,0.73,1,0
123,0,0,85,35.17,78,20.8,136,9.97,2,2.08,3,0
126,0,27,78,31.65,83,16.12,139,3.44,3,2.59,2,0
104,0,23,136,47.63,92,18.74,102,6.16,3,3.59,4,0
45,0,22,84,33.42,92,26.62,108,7.35,3,3.21,0,0
93,1,0,109,53.04,100,11.0,74,9.79,2,2.84,0,1
63,1,36,110,33.83,111,24.76,92,8.89,6,2.97,1,0
100,0,0,96,34.53,126,18.45,122,8.14,2,3.65,3,0
53,0,0,97,28.7,87,18.73,113,6.94,2,2.94,0,0
92,1,0,140,29.43,105,20.43,117,10.49,5,2.43,1,0
139,0,0,106,22.85,98,17.96,125,8.71,2,2.75,5,1
110,0,40,103,34.44,128,10.1,98,10.57,9,2.43,2,0
110,0,0,117,12.67,98,17.07,101,8.65,7,2.65,3,0
215,0,0,148,14.21,91,10.28,110,10.2,9,2.89,0,0
73,0,0,86,32.67,116,14.33,87,6.29,6,2.54,1,0
138,0,0,89,37.43,125,7.51,79,8.79,5,3.48,0,0
137,1,0,95,22.97,102,11.4,81,10.04,2,3.32,2,1
36,0,0,77,43.08,151,15.5,103,12.41,2,2.27,1,0
85,0,0,81,38.25,63,15.04,110,8.74,2,1.92,3,0
108,0,0,99,33.75,60,22.76,75,15.97,3,2.54,0,1
22,0,0,107,18.75,93,14.15,96,9.1,5,2.57,0,0
107,0,37,102,10.2,80,8.69,106,11.78,3,3.0,0,0
51,0,0,94,36.52,58,12.72,66,12.75,5,2.75,0,0
94,0,0,85,30.91,98,17.2,97,11.07,2,2.48,4,0
119,0,23,114,26.18,137,23.63,112,10.28,4,3.19,2,0
33,0,29,99,26.76,80,10.02,79,12.56,11,3.75,4,1
106,0,0,91,35.34,109,14.62,143,8.63,7,3.89,4,0
82,0,0,90,35.19,83,19.8,108,7.76,8,2.46,3,0
86,0,41,101,20.23,134,19.55,58,10.66,3,2.57,0,0
97,1,0,117,24.43,82,23.21,81,8.02,3,2.94,0,0
106,0,32,126,28.2,93,18.4,86,7.79,8,3.81,4,0
108,0,0,122,23.56,117,14.65,92,10.42,3,2.65,1,0
114,0,0,118,14.4,86,21.24,95,8.7,8,3.92,1,0
92,1,0,111,10.64,126,15.35,80,9.98,2,2.81,1,1
59,0,0,79,26.38,123,20.0,80,7.62,4,2.35,1,0
24,0,25,110,28.03,105,17.79,55,10.4,9,1.81,1,0
151,0,0,88,22.87,112,12.16,61,10.08,1,4.16,1,0
117,0,0,103,24.36,108,17.96,96,8.33,3,3.11,1,0
78,0,0,110,28.61,73,18.8,136,10.85,1,3.38,1,0
155,0,0,55,44.61,113,16.54,85,6.59,6,2.24,2,0
114,0,30,79,35.05,91,22.1,83,13.12,6,3.08,1,0
114,0,28,94,38.39,117,16.41,100,10.46,9,2.27,4,0
119,0,0,89,23.51,78,14.49,98,11.88,6,3.65,3,0
64,0,48,104,16.05,101,11.58,89,6.63,4,1.22,0,0
118,1,0,123,27.2,96,14.91,99,8.32,3,2.67,2,0
101,0,0,105,35.12,117,19.12,100,11.25,3,3.94,0,0
117,0,0,121,22.9,83,15.3,104,9.04,3,2.08,1,0
49,0,28,78,36.45,100,19.99,107,9.28,13,2.16,3,0
139,0,0,104,32.78,96,19.92,101,9.14,3,3.51,3,0
92,0,28,90,25.69,79,16.56,114,10.76,3,2.7,1,0
83,0,0,103,37.64,103,19.7,100,5.51,5,2.65,3,0
148,1,0,88,37.21,85,17.68,99,9.15,4,3.0,0,0
144,0,48,96,32.27,67,10.49,106,9.64,2,1.76,2,1
131,0,25,85,32.76,105,19.2,59,11.44,6,2.94,2,0
146,1,0,135,34.75,90,18.62,114,10.02,6,2.84,3,0
143,0,0,97,29.29,108,14.79,119,8.47,4,3.51,2,0
81,0,0,93,33.73,108,17.93,71,8.7,6,2.81,2,0
48,0,37,115,35.99,84,13.59,80,6.48,1,3.29,1,0
86,0,28,74,37.67,100,24.51,105,10.81,2,2.43,1,0
71,0,0,108,33.64,109,15.43,56,12.66,5,1.81,3,0
145,0,24,90,25.08,108,14.93,102,11.34,3,4.21,2,0
137,0,0,122,35.09,102,10.88,84,8.75,5,2.38,2,0
137,0,0,88,35.0,86,17.79,84,13.05,4,3.92,2,0
167,0,0,88,35.29,63,11.25,98,11.48,5,3.81,0,0
89,0,0,95,51.66,114,22.18,89,14.04,3,1.43,1,1
199,0,34,121,39.2,99,18.65,94,13.47,2,2.16,0,0
132,0,0,110,16.92,80,10.97,124,5.63,3,2.62,0,0
94,0,0,112,30.11,112,16.49,108,6.6,4,1.59,1,0
96,0,37,93,29.36,116,10.21,86,9.72,5,2.78,5,1
96,0,18,86,29.36,113,11.34,70,11.68,3,2.65,1,0
166,0,0,115,34.71,152,15.29,109,9.76,5,2.57,1,0
74,0,0,83,14.57,67,21.05,85,6.41,5,2.73,2,0
36,0,0,117,26.79,58,15.67,99,10.82,1,3.21,0,0
113,0,0,129,36.64,117,18.59,91,9.32,9,1.78,4,0
94,0,0,98,30.86,88,16.99,114,12.95,5,1.78,1,0
67,0,0,80,29.19,81,9.38,111,8.79,4,3.21,2,0
127,0,0,106,45.32,168,22.51,119,9.32,2,1.59,1,1
121,0,0,108,28.97,68,29.79,87,13.37,3,3.02,0,1
158,0,0,106,26.86,114,24.86,89,10.85,4,2.46,1,0
136,0,0,117,15.64,77,21.56,90,9.63,10,2.78,1,0
196,0,0,109,39.78,114,21.21,70,7.79,5,2.46,2,0
113,0,0,111,46.26,118,22.82,105,9.62,10,2.3,1,1
122,0,0,99,50.39,89,18.26,107,6.03,3,3.08,4,1
112,0,0,101,33.05,82,16.18,107,8.25,2,3.08,0,0
209,0,0,128,38.62,92,21.96,74,8.26,4,2.4,3,0
62,0,0,109,42.28,118,18.7,78,11.96,2,3.56,1,1
110,0,38,102,40.17,112,16.65,82,8.26,6,2.62,1,0
16,0,0,69,34.95,93,14.41,64,9.9,3,2.94,0,0
73,0,0,136,16.0,122,23.83,77,9.23,4,2.65,0,0
128,0,0,99,21.28,107,17.46,111,11.45,2,5.1,0,0
39,0,0,158,10.27,120,26.03,46,5.58,3,3.35,1,0
103,0,28,105,20.57,100,22.98,76,7.22,4,2.08,2,0
119,0,29,66,20.03,114,21.83,76,6.64,3,2.05,3,0
173,0,21,96,39.51,118,18.01,102,12.29,5,1.35,3,0
128,1,32,81,38.0,74,16.05,101,6.97,2,2.54,2,1
86,0,0,79,29.97,97,22.03,78,12.93,3,1.67,0,0
114,0,32,79,21.28,105,15.11,89,10.46,3,3.48,1,0
104,0,0,107,23.58,113,21.84,74,10.57,3,2.7,0,0
148,0,0,134,14.67,92,20.96,91,11.32,4,3.05,1,0
129,0,0,91,35.19,121,13.17,112,11.03,5,3.62,3,0
100,0,30,104,10.0,107,18.66,118,6.85,3,1.92,0,0
121,0,35,95,11.68,69,17.78,42,8.88,4,3.08,1,0
143,0,33,109,40.66,112,20.02,95,7.03,4,2.57,1,0
76,0,0,130,33.71,86,18.45,96,8.48,3,3.38,0,0
158,0,0,97,34.88,77,20.45,108,3.59,12,3.89,0,0
116,0,0,98,32.66,135,26.6,94,5.86,2,2.13,3,0
54,0,0,83,46.34,74,21.14,111,8.88,2,2.57,1,1
86,0,0,121,21.81,93,16.75,152,6.23,5,3.29,7,1
108,0,0,99,28.83,87,22.45,78,9.28,4,2.51,0,0
66,0,0,95,34.22,66,12.99,101,10.49,4,2.03,1,0
151,0,17,97,36.5,90,11.77,44,7.61,4,2.32,1,0
99,0,0,70,28.76,77,23.08,104,7.66,2,2.86,0,0
55,0,0,121,33.0,110,15.01,136,13.63,7,1.89,2,0
77,0,0,104,39.75,94,22.65,104,9.57,3,2.05,2,0
78,0,0,67,38.27,127,16.93,102,7.9,2,3.94,0,0
89,0,0,63,36.21,71,15.01,126,11.82,1,2.46,1,1
101,0,0,115,31.26,101,21.75,145,12.38,11,2.92,1,0
44,0,34,105,37.71,85,13.74,62,10.25,7,3.78,0,0
98,0,21,98,10.98,86,14.97,84,11.02,0,0.0,2,0
64,0,37,92,26.28,103,7.09,99,7.47,3,3.59,1,0
141,0,0,131,44.23,120,15.23,119,6.08,8,1.94,3,0
81,0,33,117,27.47,90,10.46,101,11.76,5,3.29,1,0
162,0,0,117,37.5,121,13.19,89,8.4,11,2.84,1,0
83,0,41,122,26.5,107,13.8,105,5.74,5,3.54,3,0
100,0,0,63,18.19,67,8.98,74,10.94,3,3.46,4,1
59,0,0,104,31.03,95,17.4,100,10.35,8,3.05,4,0
179,1,38,78,37.42,71,19.92,85,10.68,4,2.73,4,0
79,0,0,112,25.87,132,15.06,87,4.34,3,1.43,1,0
117,0,0,95,30.86,88,17.43,82,9.18,9,3.97,2,0
64,1,0,77,40.15,85,18.58,97,8.73,2,3.56,2,1
31,0,0,105,28.24,93,6.74,98,9.62,2,3.43,1,0
124,1,0,89,41.58,80,16.05,114,9.27,4,3.05,1,0
122,0,23,85,22.81,132,19.32,96,5.51,2,2.3,2,0
37,1,39,122,25.45,75,17.94,90,5.14,4,2.48,1,0
90,0,29,109,25.52,103,22.5,97,8.03,4,1.57,1,0
159,1,0,53,43.71,127,26.54,82,8.24,6,2.38,1,1
148,0,0,83,21.15,81,15.27,99,11.39,6,3.05,0,0
39,0,36,121,24.09,113,19.75,131,9.99,5,3.24,1,0
77,0,0,87,39.1,138,8.77,136,13.93,3,3.05,2,0
194,0,0,88,27.59,118,18.16,81,8.64,2,2.94,0,0
154,0,0,75,59.64,94,18.4,100,11.43,9,2.73,1,1
112,0,0,96,32.86,123,22.45,115,5.79,3,2.46,4,0
45,0,0,127,13.29,108,21.54,100,11.48,3,4.86,1,0
132,0,0,110,14.18,137,19.74,114,6.6,5,2.05,1,0
128,0,0,99,33.25,120,22.76,76,7.42,2,4.32,0,0
135,0,0,81,34.31,114,19.13,82,9.2,6,2.78,1,0
56,0,0,110,33.49,102,18.94,91,10.14,6,2.86,2,0
151,1,0,57,37.06,88,9.72,95,12.11,1,3.35,0,1
32,0,0,98,28.02,96,19.54,108,7.53,2,4.0,2,0
90,0,0,77,30.46,99,17.91,58,12.46,6,2.48,2,0
87,0,21,113,36.38,114,15.3,82,6.05,5,2.86,0,0
138,0,0,87,28.99,116,10.05,111,8.46,7,3.02,2,0
79,0,0,123,34.97,108,18.23,106,10.17,18,1.81,1,0
95,1,0,84,28.14,112,24.33,89,8.95,2,3.11,1,1
127,0,0,100,37.57,113,13.66,96,10.49,4,1.84,2,0
137,0,0,118,41.16,93,16.24,50,9.84,2,3.97,3,0
97,0,0,107,25.77,96,13.21,112,10.8,4,3.97,1,0
149,1,0,87,29.95,81,12.33,92,11.23,4,1.54,0,0
117,1,22,82,33.32,82,27.43,120,10.15,5,1.0,1,0
84,0,0,125,27.12,90,21.0,82,8.46,4,1.94,2,0
137,0,0,113,39.13,79,18.73,111,9.21,7,2.89,4,0
99,0,0,64,24.94,99,23.29,98,14.46,1,2.4,3,0
54,0,0,102,35.79,83,17.38,53,5.75,5,2.3,1,0
85,0,0,95,17.34,139,22.97,105,6.67,3,2.89,1,0
150,0,0,99,21.42,73,20.27,100,12.83,6,2.75,3,0
43,0,0,125,28.63,89,20.72,102,9.66,2,3.0,1,0
35,0,0,129,17.95,129,21.95,77,9.59,3,2.35,0,0
98,0,0,92,35.11,152,14.98,115,10.48,5,3.35,5,0
112,0,0,76,36.91,100,17.44,91,8.36,3,2.54,2,0
16,0,0,78,39.03,108,17.48,91,7.48,2,2.92,0,1
98,0,22,89,47.31,143,7.94,42,4.84,5,2.62,0,0
84,0,0,102,23.56,93,16.92,137,9.18,4,2.11,0,0
94,0,0,103,39.85,109,23.74,121,10.54,2,0.54,1,1
84,0,0,129,30.86,112,11.11,118,8.39,4,2.3,1,0
66,0,0,91,28.44,68,19.55,118,8.63,5,2.86,1,1
98,0,31,105,20.57,98,18.61,110,10.2,1,3.24,1,0
74,0,0,124,37.59,94,9.42,112,10.8,3,2.86,0,0
96,0,26,108,24.79,89,16.34,96,7.43,2,2.67,1,0
119,0,0,122,37.88,107,13.87,112,7.23,6,3.02,1,0
73,0,0,80,31.18,115,20.57,100,9.06,3,2.03,4,0
92,1,0,91,44.93,115,13.68,73,8.94,5,2.51,0,0
21,0,0,78,24.82,79,9.32,108,11.13,7,1.84,0,0
122,0,0,134,26.71,122,15.72,59,8.87,5,2.3,4,1
133,1,0,108,21.64,81,21.36,88,6.08,3,2.78,1,0
145,0,0,110,31.94,117,16.75,108,7.52,4,1.3,2,0
25,0,0,90,30.4,72,12.0,99,9.14,5,2.27,2,0
